,SEASON,MATCHUP,DRTG,OPP_TS,rDRTG
0,1974,ATL,99,0.5199450555,1.3
1,1974,BOS,95.1,0.484108041,-2.6
2,1974,BUF,99.4,0.5095799246,1.7
3,1974,CAP,94.2,0.4852520174,-3.5
4,1974,CHI,93.6,0.5023775606,-4.1
5,1974,CLE,100.1,0.5170176953,2.4
6,1974,DET,93.8,0.4926890148,-3.9
7,1974,GSW,98.4,0.4945070999,0.7
8,1974,HOU,100.5,0.5212568311,2.8
9,1974,KCO,99.5,0.5179168657,1.8
10,1974,LAL,96.6,0.4793077242,-1.1
11,1974,MIL,93.6,0.4685898797,-4.1
12,1974,NYK,94.7,0.4899606576,-3
13,1974,PHI,99,0.5129717804,1.3
14,1974,PHO,101.3,0.5165821806,3.6
15,1974,POR,102.6,0.5332325087,4.9
16,1974,SEA,99.1,0.513732317,1.4
17,1975,ATL,99.5,0.5180892167,1.8
18,1975,BOS,94.7,0.4831028001,-3
19,1975,BUF,97.8,0.4923322785,0.1
20,1975,CHI,94.4,0.4927270428,-3.3
21,1975,CLE,98,0.4987218226,0.3
22,1975,DET,99.7,0.5113150516,2
23,1975,GSW,97.3,0.5016302401,-0.4
24,1975,HOU,99.4,0.5230141091,1.7
25,1975,KCO,97.1,0.5040712751,-0.6
26,1975,LAL,99.9,0.4970335132,2.2
27,1975,MIL,97.8,0.487950808,0.1
28,1975,NOJ,99.7,0.5261458627,2
29,1975,NYK,98.3,0.503863132,0.6
30,1975,PHI,98.8,0.5056520759,1.1
31,1975,PHO,98.6,0.5080770611,0.9
32,1975,POR,97.7,0.5006902812,0
33,1975,SEA,97.7,0.5008445153,0
34,1975,WSB,91.3,0.4828826348,-6.4
35,1976,ATL,101.2,0.5222244225,2.9
36,1976,BOS,96.7,0.4902954208,-1.6
37,1976,BUF,98.2,0.5032500484,-0.1
38,1976,CHI,98,0.5136135161,-0.3
39,1976,CLE,97,0.4999459119,-1.3
40,1976,DET,100.2,0.5141483985,1.9
41,1976,GSW,94.5,0.4867058011,-3.8
42,1976,HOU,101.8,0.5183937003,3.5
43,1976,KCK,100.1,0.5139662826,1.8
44,1976,LAL,98.8,0.4905816392,0.5
45,1976,MIL,98.7,0.4932386464,0.4
46,1976,NOJ,97.4,0.5065221792,-0.9
47,1976,NYK,99.2,0.5054850378,0.9
48,1976,PHI,98,0.4971496903,-0.3
49,1976,PHO,97.9,0.5129524995,-0.4
50,1976,POR,97.6,0.5045270125,-0.7
51,1976,SEA,98.6,0.5132534248,0.3
52,1976,WSB,95.3,0.4837603143,-3
53,1977,ATL,101.6,0.5289809041,2.1
54,1977,BOS,98.3,0.4927114361,-1.2
55,1977,BUF,101.8,0.5137974301,2.3
56,1977,CHI,97.4,0.5064859442,-2.1
57,1977,CLE,98.9,0.4992160174,-0.6
58,1977,DEN,96.1,0.5046053476,-3.4
59,1977,DET,101.3,0.5229316048,1.8
60,1977,GSW,99.5,0.5142592989,0
61,1977,HOU,102.9,0.514803136,3.4
62,1977,IND,101,0.5164225024,1.5
63,1977,KCK,99.6,0.5243289595,0.1
64,1977,LAL,98.9,0.4932652543,-0.6
65,1977,MIL,102.9,0.5208926659,3.4
66,1977,NOJ,99.7,0.5009033896,0.2
67,1977,NYK,100.1,0.5157588477,0.6
68,1977,NYN,98.7,0.5154418318,-0.8
69,1977,PHI,97.6,0.4931186428,-1.9
70,1977,PHO,97.5,0.5144526075,-2
71,1977,POR,98,0.5114474933,-1.5
