id,sample_id,actual_class,actual_quantity,nn_pred_quantity,nn_pred_prob,nn_pred_energy,nn_pred_api,nn_pred_api_prob,nn_pred_api_energy
15579,53857,chloroquine,100,100,0.9990231,-2.7198808,Chloroquine,0.99980634,15.186648
15583,53869,chloroquine,100,100,0.9999999,-0.88913214,Chloroquine,0.9998841,15.786373
15584,53868,chloroquine,100,50,0.77792674,-8.778943,Chloroquine,0.9999676,17.136446
15588,53796,hydroxychloroquine,100,100,0.9999677,-0.8270559,Hydroxychloroquine,0.7823376,11.598758
15593,53796,hydroxychloroquine,100,100,0.9999999,2.0605052,Hydroxychloroquine,0.99584854,14.181713
15594,53786,hydroxychloroquine,100,100,0.99979585,-2.4680004,Hydroxychloroquine,0.9837051,13.629421
15596,53784,hydroxychloroquine,100,100,0.9998012,0.28602776,Hydroxychloroquine,0.9967244,14.421518
15598,53784,hydroxychloroquine,100,100,0.99830174,0.22319156,Hydroxychloroquine,0.9879743,13.532199
15600,53786,hydroxychloroquine,100,100,0.99998903,-0.5645078,Hydroxychloroquine,0.98327416,13.996492
15601,53796,hydroxychloroquine,100,100,0.99999976,1.5700305,Hydroxychloroquine,0.9836174,13.350675
15613,53771,hydroxychloroquine,100,100,0.95711243,-4.715906,Hydroxychloroquine,0.99920815,15.178239
15616,53783,hydroxychloroquine,100,100,0.99544466,-2.3978283,Hydroxychloroquine,0.99513346,14.686607
15619,53771,hydroxychloroquine,100,100,0.6595155,-5.2879195,Hydroxychloroquine,0.9974865,15.2096815
15622,53783,hydroxychloroquine,100,100,0.99976796,-1.2642757,Hydroxychloroquine,0.9897904,14.552489
15624,53788,hydroxychloroquine,100,100,0.9982425,-1.8766923,Hydroxychloroquine,0.9958098,14.59995
15626,53791,hydroxychloroquine,100,100,0.9996693,0.4414336,Hydroxychloroquine,0.994756,14.44848
15630,53771,hydroxychloroquine,100,100,0.8296462,-5.295364,Hydroxychloroquine,0.99805236,15.312207
15645,53899,hydroxychloroquine,80,80,0.9357912,-5.823573,Hydroxychloroquine,0.99937075,15.00368
15646,53814,hydroxychloroquine,80,100,0.9932594,-1.9324178,Hydroxychloroquine,0.99690264,13.976171
15649,53783,hydroxychloroquine,100,100,0.99998665,0.28823072,Hydroxychloroquine,0.98688936,14.410508
15650,53800,hydroxychloroquine,80,100,0.9361615,-4.007836,Hydroxychloroquine,0.99620616,14.674108
15652,53801,hydroxychloroquine,80,100,0.9898784,-3.3786159,Hydroxychloroquine,0.99785465,14.921228
15667,53464,hydroxychloroquine,80,100,0.89170766,-6.77647,Hydroxychloroquine,0.99941254,13.98027
15668,53807,hydroxychloroquine,80,100,0.9991379,-2.6032681,Hydroxychloroquine,0.99845624,14.961621
15671,53801,hydroxychloroquine,80,100,0.9375227,-4.355156,Hydroxychloroquine,0.995199,14.642122
15672,53464,hydroxychloroquine,80,100,0.9297967,-3.9800718,Hydroxychloroquine,0.9986192,14.655503
15673,53807,hydroxychloroquine,80,100,0.999526,-1.7477651,Hydroxychloroquine,0.9968368,15.085408
15683,53899,hydroxychloroquine,80,80,0.9944834,-4.5873585,Hydroxychloroquine,0.99863154,15.524988
15687,53771,hydroxychloroquine,100,100,0.99795854,-2.86656,Hydroxychloroquine,0.9978174,15.147263
15688,53788,hydroxychloroquine,100,100,0.99999,0.13552529,Hydroxychloroquine,0.9852329,13.648615
15696,53814,hydroxychloroquine,80,100,0.99859613,-0.8264583,Hydroxychloroquine,0.99257374,13.700746
15702,53791,hydroxychloroquine,100,100,0.9999877,1.2581047,Hydroxychloroquine,0.9976259,14.379501
15706,53791,hydroxychloroquine,100,100,0.99999785,2.4248612,Hydroxychloroquine,0.9961636,14.776178
15712,53800,hydroxychloroquine,80,100,0.99992347,-0.21936761,Hydroxychloroquine,0.95998025,13.373326
15717,53814,hydroxychloroquine,80,100,0.99106807,-2.7338362,Hydroxychloroquine,0.9924856,13.921723
15726,53807,hydroxychloroquine,80,100,0.99980885,-1.2898856,Hydroxychloroquine,0.9911889,13.599804
15741,53771,hydroxychloroquine,100,100,0.92589086,-4.268623,Hydroxychloroquine,0.9964825,14.609451
15743,53814,hydroxychloroquine,80,100,0.8439852,-2.9372993,Hydroxychloroquine,0.9950624,14.094587
15744,53899,hydroxychloroquine,80,50,0.58763456,-5.4908967,Hydroxychloroquine,0.99916244,15.292346
15753,53783,hydroxychloroquine,100,100,0.9999962,0.3146711,Hydroxychloroquine,0.9819703,14.092025
15768,53464,hydroxychloroquine,80,100,0.9259632,-4.403698,Hydroxychloroquine,0.95717317,12.492459
15777,53791,hydroxychloroquine,100,100,0.99985373,0.9538194,Hydroxychloroquine,0.99548244,14.352581
15779,53899,hydroxychloroquine,80,80,0.94896364,-5.3529677,Hydroxychloroquine,0.9991541,15.430846
15780,53788,hydroxychloroquine,100,100,0.99940455,-1.0452733,Hydroxychloroquine,0.9931015,14.631322
15786,53771,hydroxychloroquine,100,100,0.9523995,-4.397613,Hydroxychloroquine,0.9986784,15.30047
15791,53788,hydroxychloroquine,100,100,0.9994342,-1.0052761,Hydroxychloroquine,0.9958995,14.689838
15793,53783,hydroxychloroquine,100,100,0.99950373,-2.1420798,Hydroxychloroquine,0.9887989,14.529828
15815,52571,hydroxychloroquine,50,50,0.99998915,2.078846,Hydroxychloroquine,0.99940836,14.654839
15817,52565,hydroxychloroquine,50,50,0.99999225,0.0054234103,Hydroxychloroquine,0.9993005,14.291128
15818,52565,hydroxychloroquine,50,50,0.999997,1.4670912,Hydroxychloroquine,0.999321,14.1747055
15823,52571,hydroxychloroquine,50,50,0.99988616,1.2305179,Hydroxychloroquine,0.9995129,14.211708
15829,52565,hydroxychloroquine,50,50,0.9999838,-1.4155984,Hydroxychloroquine,0.99953187,14.062385
15832,52571,hydroxychloroquine,50,50,0.99986255,1.9351188,Hydroxychloroquine,0.999574,14.525703
15836,53021,hydroxychloroquine,50,50,0.86401933,-4.938193,Hydroxychloroquine,0.9996068,14.5850315
15839,52565,hydroxychloroquine,50,50,0.99996614,0.012813346,Hydroxychloroquine,0.9990633,13.8500805
15842,53021,hydroxychloroquine,50,50,0.90031445,-2.9167128,Hydroxychloroquine,0.9992724,14.67622
15863,53016,hydroxychloroquine,50,50,0.99465925,-1.7494711,Hydroxychloroquine,0.99902415,15.202845
15864,51712,hydroxychloroquine,50,50,0.9951344,-0.50974596,Hydroxychloroquine,0.99917835,14.128185
15867,52565,hydroxychloroquine,50,50,0.9999901,-0.7997742,Hydroxychloroquine,0.9995586,14.471027
15869,52571,hydroxychloroquine,50,50,0.999967,1.6290272,Hydroxychloroquine,0.9994043,14.300128
15872,52567,hydroxychloroquine,50,50,0.9963224,-0.83578455,Hydroxychloroquine,0.99797696,13.791296
15873,53021,hydroxychloroquine,50,50,0.9995759,-2.713841,Hydroxychloroquine,0.99948823,14.857319
15874,52564,hydroxychloroquine,50,50,0.86919427,-4.0177894,Hydroxychloroquine,0.9989813,13.5137615
15885,52564,hydroxychloroquine,50,50,0.9992268,-2.981198,Hydroxychloroquine,0.99960226,14.264872
15889,52567,hydroxychloroquine,50,50,0.99774075,-2.4535477,Hydroxychloroquine,0.9993999,14.909412
15903,51712,hydroxychloroquine,50,50,0.9975846,-2.0440412,Hydroxychloroquine,0.99948263,13.862981
15904,53016,hydroxychloroquine,50,50,0.9906413,-4.289123,Hydroxychloroquine,0.9995944,15.15342
15905,53021,hydroxychloroquine,50,50,0.9999596,-1.0649136,Hydroxychloroquine,0.99891925,14.887558
15906,52571,hydroxychloroquine,50,50,0.99999774,2.1875372,Hydroxychloroquine,0.99919814,14.077769
15907,52565,hydroxychloroquine,50,50,0.9999312,-1.5626469,Hydroxychloroquine,0.99953747,14.661712
15911,52564,hydroxychloroquine,50,50,0.999561,-3.3436966,Hydroxychloroquine,0.999445,14.688975
15912,52567,hydroxychloroquine,50,50,0.9824287,-4.702253,Hydroxychloroquine,0.99853206,14.899008
15916,53016,hydroxychloroquine,50,50,0.57597995,-6.821961,Hydroxychloroquine,0.9990415,15.222167
15919,51712,hydroxychloroquine,50,50,0.9873975,-3.7781034,Hydroxychloroquine,0.9991258,14.292202
15923,52564,hydroxychloroquine,50,50,0.999084,-3.608368,Hydroxychloroquine,0.9992828,14.40203
15924,52567,hydroxychloroquine,50,50,0.9879682,-3.8730037,Hydroxychloroquine,0.99860424,14.913487
15927,51712,hydroxychloroquine,50,50,0.9965647,-1.9808542,Hydroxychloroquine,0.9982003,13.9603
15928,53016,hydroxychloroquine,50,50,0.922936,-5.911451,Hydroxychloroquine,0.999166,15.190401
15929,51734,hydroxychloroquine,20,20,0.99998176,2.6663716,Hydroxychloroquine,0.9994306,14.107685
15938,51731,hydroxychloroquine,20,20,0.9964495,0.77837116,Hydroxychloroquine,0.99903655,14.472889
15939,51728,hydroxychloroquine,20,20,0.9966312,-1.003079,Hydroxychloroquine,0.9991855,13.830066
15940,51729,hydroxychloroquine,20,50,0.99949026,-1.802904,Hydroxychloroquine,0.99823135,15.154352
15956,53001,hydroxychloroquine,20,20,0.9999808,3.3429317,Hydroxychloroquine,0.9994012,14.040434
15958,53006,hydroxychloroquine,20,20,0.99979,3.0410607,Hydroxychloroquine,0.99894434,13.471374
15959,51720,hydroxychloroquine,20,20,0.99708647,-0.07099531,Hydroxychloroquine,0.9995578,13.112929
15972,51720,hydroxychloroquine,20,20,0.998002,1.3369284,Hydroxychloroquine,0.99855834,12.53785
15981,51731,hydroxychloroquine,20,20,0.99901366,-0.7176914,Hydroxychloroquine,0.9993498,14.295646
15982,51728,hydroxychloroquine,20,20,0.999985,-0.34709558,Hydroxychloroquine,0.9983188,13.241782
15983,51729,hydroxychloroquine,20,50,0.9961932,-5.0404882,Hydroxychloroquine,0.9987936,14.493569
15985,53001,hydroxychloroquine,20,20,0.99999416,2.3328044,Hydroxychloroquine,0.999113,14.184355
15991,51734,hydroxychloroquine,20,20,0.99967074,-2.567361,Hydroxychloroquine,0.9991242,14.456856
16003,53672,promethazine-hydrochloride,100,100,0.9993794,-1.6478704,Promethazine-Hydrochloride,0.99443144,13.593292
16007,51732,promethazine-hydrochloride,100,100,0.9973929,-4.6106553,Promethazine-Hydrochloride,0.96121454,13.165678
16014,53675,promethazine-hydrochloride,100,100,0.99999905,2.698303,Promethazine-Hydrochloride,0.9952531,12.903646
16015,53014,promethazine-hydrochloride,100,100,0.9238297,-1.2962172,Promethazine-Hydrochloride,0.99808526,14.0826
16016,53010,promethazine-hydrochloride,100,50,0.87902796,-8.824169,Promethazine-Hydrochloride,0.8588117,10.714654
16024,53672,promethazine-hydrochloride,100,100,0.9663793,-3.317478,Promethazine-Hydrochloride,0.9880751,13.400665
16030,51732,promethazine-hydrochloride,100,100,0.9998765,-0.15016495,Promethazine-Hydrochloride,0.99960965,14.858465
16037,53675,promethazine-hydrochloride,100,100,0.9999949,1.066375,Promethazine-Hydrochloride,0.971001,12.516952
16039,53014,promethazine-hydrochloride,100,100,0.69851714,-2.1283975,Promethazine-Hydrochloride,0.9834842,13.5415
16040,53010,promethazine-hydrochloride,100,50,0.7219522,-9.220386,Promethazine-Hydrochloride,0.7607169,10.685974
16047,51743,promethazine-hydrochloride,100,100,0.84153324,-0.7462786,Promethazine-Hydrochloride,0.9969807,13.665634
16051,51743,promethazine-hydrochloride,100,100,0.9630899,-0.035282042,Promethazine-Hydrochloride,0.9980653,13.900996
16052,52993,promethazine-hydrochloride,80,50,0.897116,-3.633352,Promethazine-Hydrochloride,0.99886584,13.784577
16054,51704,promethazine-hydrochloride,80,80,0.9998123,1.5522974,Promethazine-Hydrochloride,0.91626334,11.016312
16055,52993,promethazine-hydrochloride,80,50,0.9001448,-3.1843586,Promethazine-Hydrochloride,0.99675983,13.742333
16057,53680,promethazine-hydrochloride,80,50,0.5721465,-5.2275825,Promethazine-Hydrochloride,0.9994363,14.671883
16069,51704,promethazine-hydrochloride,80,80,0.99952686,0.6694674,Promethazine-Hydrochloride,0.8468189,10.368818
16074,51714,promethazine-hydrochloride,80,100,0.7992427,-4.8860474,Promethazine-Hydrochloride,0.9994892,15.004329
16075,53680,promethazine-hydrochloride,80,50,0.49327907,-4.854116,Promethazine-Hydrochloride,0.99825484,14.36868
16089,52576,promethazine-hydrochloride,80,50,0.6325683,-5.529751,Promethazine-Hydrochloride,0.99690175,13.18799
16092,51715,promethazine-hydrochloride,80,100,0.8838786,-4.073364,Promethazine-Hydrochloride,0.999757,15.554278
16093,51719,promethazine-hydrochloride,80,80,0.94377464,-3.8789697,Promethazine-Hydrochloride,0.99983454,15.265636
16094,53026,promethazine-hydrochloride,50,50,0.9971059,-1.7976,Promethazine-Hydrochloride,0.99987924,15.77164
16098,52568,promethazine-hydrochloride,50,50,0.8825712,-3.37869,Promethazine-Hydrochloride,0.99957556,15.084605
16105,53530,promethazine-hydrochloride,50,80,0.47362107,-5.0583467,Promethazine-Hydrochloride,0.9998815,15.267281
16107,53031,promethazine-hydrochloride,50,80,0.6159579,-5.2120113,Promethazine-Hydrochloride,0.99948126,14.611838
16111,53024,promethazine-hydrochloride,50,50,0.93075097,-2.4567983,Promethazine-Hydrochloride,0.9946286,13.077718
16112,52583,promethazine-hydrochloride,50,80,0.475202,-4.1777864,Promethazine-Hydrochloride,0.9529332,11.306019
16113,53028,promethazine-hydrochloride,50,50,0.8140883,-6.2511315,Promethazine-Hydrochloride,0.9974216,13.3537655
16119,53031,promethazine-hydrochloride,50,80,0.5923154,-4.278409,Promethazine-Hydrochloride,0.9998306,15.140189
16122,53024,promethazine-hydrochloride,50,100,0.6435335,-3.5381885,Promethazine-Hydrochloride,0.99479204,13.967414
16123,52583,promethazine-hydrochloride,50,80,0.7029804,-2.8723512,Promethazine-Hydrochloride,0.93867844,12.365917
16124,53028,promethazine-hydrochloride,50,50,0.88165593,-5.1544976,Promethazine-Hydrochloride,0.9953484,13.896956
16127,53026,promethazine-hydrochloride,50,50,0.9989692,-0.74100626,Promethazine-Hydrochloride,0.9998142,16.16023
16135,53530,promethazine-hydrochloride,50,50,0.92247665,-4.3023715,Promethazine-Hydrochloride,0.999642,14.956508
16138,52568,promethazine-hydrochloride,50,50,0.9995291,-1.4874856,Promethazine-Hydrochloride,0.9996094,14.902065
16143,53031,promethazine-hydrochloride,50,50,0.99654585,-1.2727504,Promethazine-Hydrochloride,0.9995647,15.003288
16147,53024,promethazine-hydrochloride,50,100,0.55528015,-4.3543363,Promethazine-Hydrochloride,0.9749758,13.040692
16148,52583,promethazine-hydrochloride,50,50,0.86648846,-1.8166785,Promethazine-Hydrochloride,0.76051396,11.773814
16149,53028,promethazine-hydrochloride,50,50,0.8054264,-5.825788,Promethazine-Hydrochloride,0.93621874,12.640864
16151,53026,promethazine-hydrochloride,50,50,0.99044853,-2.5339758,Promethazine-Hydrochloride,0.9994867,15.536075
16159,53530,promethazine-hydrochloride,50,50,0.93864566,-2.846285,Promethazine-Hydrochloride,0.99805605,14.612772
16164,53572,promethazine-hydrochloride,20,20,0.9351228,-3.162769,Promethazine-Hydrochloride,0.99831665,13.236452
16167,53559,promethazine-hydrochloride,20,20,0.9996828,-2.427579,Promethazine-Hydrochloride,0.99900925,14.164094
16172,53495,promethazine-hydrochloride,20,20,0.99997115,1.1443256,Promethazine-Hydrochloride,0.99922705,14.191663
16175,53535,promethazine-hydrochloride,20,20,0.90848607,-5.0903277,Promethazine-Hydrochloride,0.99924195,14.725761
16180,53557,promethazine-hydrochloride,20,20,0.9927267,-2.2882338,Promethazine-Hydrochloride,0.99334127,13.464387
16182,53557,promethazine-hydrochloride,20,20,0.88034254,-2.678282,Promethazine-Hydrochloride,0.9876435,13.017518
16184,53572,promethazine-hydrochloride,20,50,0.6394896,-4.623745,Promethazine-Hydrochloride,0.9967685,13.251854
16187,53559,promethazine-hydrochloride,20,20,0.99987805,-1.2604828,Promethazine-Hydrochloride,0.99888843,14.190213
16192,53495,promethazine-hydrochloride,20,20,0.9999646,1.203919,Promethazine-Hydrochloride,0.9979298,13.958434
16195,53535,promethazine-hydrochloride,20,20,0.93086004,-5.76018,Promethazine-Hydrochloride,0.99922454,14.835444
16198,53534,promethazine-hydrochloride,20,20,0.8031178,-4.9153767,Promethazine-Hydrochloride,0.9998228,15.887678
16204,53534,promethazine-hydrochloride,20,50,0.7469479,-5.0837665,Promethazine-Hydrochloride,0.9996569,15.623514
16211,53026,promethazine-hydrochloride,50,50,0.99979335,0.28852054,Promethazine-Hydrochloride,0.9998684,16.194231
16215,53028,promethazine-hydrochloride,50,50,0.9709807,-4.3429604,Promethazine-Hydrochloride,0.9923177,13.610918
16220,53031,promethazine-hydrochloride,50,50,0.9942906,-2.364421,Promethazine-Hydrochloride,0.999856,15.535232
16222,53024,promethazine-hydrochloride,50,100,0.869835,-3.6239154,Promethazine-Hydrochloride,0.9971808,13.949259
16223,52568,promethazine-hydrochloride,50,50,0.99595547,-2.299797,Promethazine-Hydrochloride,0.9998863,15.582967
16224,52568,promethazine-hydrochloride,50,50,0.9992803,-1.2843578,Promethazine-Hydrochloride,0.99983835,15.615706
16227,52583,promethazine-hydrochloride,50,50,0.9318361,-3.097839,Promethazine-Hydrochloride,0.96663284,12.64477
16236,53650,ampicillin,100,100,0.99774855,-4.313547,Ampicillin,0.9998809,14.940499
16237,53649,ampicillin,100,100,0.99727243,-2.652888,Ampicillin,0.9999325,15.392444
16245,53649,ampicillin,100,100,0.99469995,-3.0484593,Ampicillin,0.99989367,15.346518
16246,53650,ampicillin,100,100,0.99773955,-4.347578,Ampicillin,0.9994111,14.4926605
16252,53657,ampicillin,100,100,0.9995925,-1.9502001,Ampicillin,0.9998337,15.428262
16259,53657,ampicillin,100,100,0.99999106,-0.082521304,Ampicillin,0.9997763,15.150368
16265,53659,ampicillin,100,20,0.5559819,-4.3891325,Ampicillin,0.9998952,15.075773
16271,53660,ampicillin,100,100,0.9991726,-0.32956088,Ampicillin,0.9999484,15.698928
16275,53567,ampicillin,100,100,0.999448,-0.75820404,Ampicillin,0.9986773,14.526271
16277,53660,ampicillin,100,100,0.9997292,0.6738152,Ampicillin,0.9999229,15.436226
16281,53567,ampicillin,100,100,0.9990728,-0.64279443,Ampicillin,0.99892324,14.323026
16283,53644,ampicillin,100,100,0.9999465,-0.90040565,Ampicillin,0.9997234,14.9856205
16285,53644,ampicillin,100,100,0.9999323,-1.7541511,Ampicillin,0.99987173,15.026149
16289,53601,ampicillin,100,100,0.9999682,-0.12490855,Ampicillin,0.9982917,13.460693
16292,53664,ampicillin,100,100,0.99394,-3.7976925,Ampicillin,0.99957377,14.674035
16294,53601,ampicillin,100,100,0.99999857,0.8989791,Ampicillin,0.9986702,13.833162
16302,53637,ampicillin,80,80,0.9877681,-5.8593683,Ampicillin,0.99994814,15.999581
16303,53670,ampicillin,100,100,0.97733206,-3.8501787,Ampicillin,0.9999386,15.022596
16309,53670,ampicillin,100,100,0.9291036,-5.159874,Ampicillin,0.99986184,14.196037
16314,53501,ampicillin,80,100,0.9597295,-5.136618,Ampicillin,0.9999449,15.33222
16315,53472,ampicillin,80,80,0.999481,-1.6805478,Ampicillin,0.9861838,10.678757
16318,53637,ampicillin,80,80,0.91780645,-6.274667,Ampicillin,0.9999776,16.20204
