id,sample_id,actual_class,actual_quantity,pred_quantity
15229,53848,amoxicillin,100,62.66983805536079
15233,53697,amoxicillin,100,107.37476135221269
15236,53703,amoxicillin,100,58.594299840943854
15238,53703,amoxicillin,100,60.836432944488415
15253,53712,amoxicillin,80,77.7049147938904
15261,53713,amoxicillin,80,91.4243883016794
15265,53697,amoxicillin,100,113.5640468688407
15266,53712,amoxicillin,80,63.31130213127149
15268,53723,amoxicillin,80,94.82715367766944
15278,53721,amoxicillin,100,93.59836429797868
15281,53848,amoxicillin,100,76.65904857908068
15285,53717,amoxicillin,80,60.49727449100189
15286,53696,amoxicillin,100,107.34375476860828
15287,53696,amoxicillin,100,104.89004212374718
15289,53721,amoxicillin,100,79.95587221435683
15292,53734,amoxicillin,80,91.6017735015583
15294,53723,amoxicillin,80,49.1032003598862
15297,53713,amoxicillin,80,89.25397919463394
15302,53715,amoxicillin,80,69.32973735337895
15310,53742,amoxicillin,50,68.70363112794738
15311,53742,amoxicillin,50,63.57570798394031
15312,53740,amoxicillin,50,42.11478942500172
15315,53742,amoxicillin,50,69.89516281838935
15316,53740,amoxicillin,50,47.72397314251385
15320,53882,amoxicillin,50,67.27083424723303
15321,53737,amoxicillin,50,58.65658018778792
15322,53738,amoxicillin,50,59.04238638457754
15326,53717,amoxicillin,80,51.423862675947646
15327,53450,amoxicillin,80,38.53261545573785
15328,53450,amoxicillin,80,36.266138421157336
15329,53450,amoxicillin,80,30.229090402468422
15330,53450,amoxicillin,80,34.29362184824093
15336,53734,amoxicillin,80,75.80083322222586
15337,53715,amoxicillin,80,52.10311355311567
15345,53697,amoxicillin,100,95.25788632820424
15348,53703,amoxicillin,100,63.928326897329605
15349,53712,amoxicillin,80,66.55510265824672
15352,53848,amoxicillin,100,74.36847391290755
15357,53703,amoxicillin,100,88.8108024025878
15364,53696,amoxicillin,100,105.08000351634266
15373,53696,amoxicillin,100,116.8065926198282
15379,53697,amoxicillin,100,101.87900144681451
15382,53848,amoxicillin,100,66.72230606513524
15400,53882,amoxicillin,50,53.99700342537264
15403,52553,amoxicillin,20,53.97457514882832
15405,52553,amoxicillin,20,61.19269700253096
15413,53890,amoxicillin,20,38.33686090756552
15415,52552,amoxicillin,50,48.77851911801743
15416,53877,amoxicillin,50,69.76878961827316
15425,53742,amoxicillin,50,82.02371909556882
15427,53737,amoxicillin,50,65.9449403218637
15433,52552,amoxicillin,50,54.06671415891015
15434,53877,amoxicillin,50,51.68927099550159
15441,53738,amoxicillin,50,62.92912997746125
15447,53882,amoxicillin,50,33.51350473663342
15450,53740,amoxicillin,50,30.04538070942364
15452,53738,amoxicillin,50,54.430314100841215
15456,53456,amoxicillin,20,31.07823690575368
15462,53458,amoxicillin,20,18.329682849902856
15463,53452,amoxicillin,20,11.705744886541792
15464,53453,amoxicillin,20,12.245901901826905
15472,52553,amoxicillin,20,42.36139435717348
15476,53890,amoxicillin,20,42.647842688173455
15482,53458,amoxicillin,20,16.261814751837697
15483,53452,amoxicillin,20,9.781716320192876
15484,53453,amoxicillin,20,26.38716599093771
15488,53461,amoxicillin,20,-12.90242017950327
15493,53458,amoxicillin,20,18.43191321590497
15494,53452,amoxicillin,20,15.27274190840786
15495,53453,amoxicillin,20,28.17756887294428
15498,53453,amoxicillin,20,24.626676281798872
15499,53452,amoxicillin,20,0.1423659497001317
15500,53458,amoxicillin,20,21.66976573545237
15506,53456,amoxicillin,20,25.90402101774256
15509,53461,amoxicillin,20,-13.564938030404363
15515,53461,amoxicillin,20,-12.866361779750974
15517,53456,amoxicillin,20,13.998192403566144
15525,53873,chloroquine,100,139.25412166403672
15529,53874,chloroquine,100,102.6890425808171
15538,53851,chloroquine,100,89.53969766072441
15544,53447,chloroquine,100,115.89405752644085
15547,53447,chloroquine,100,107.17298802877642
