id,sample_id,actual_class,actual_quantity,nn_pred_quantity,nn_pred_prob,nn_pred_energy
15229,53848,amoxicillin,100,100,0.9935127,-4.268341
15233,53697,amoxicillin,100,100,0.99991214,-1.4937116
15236,53703,amoxicillin,100,100,0.99777466,-1.6154174
15238,53703,amoxicillin,100,100,0.9982223,-2.1022923
15253,53712,amoxicillin,80,80,0.87502944,-6.4623966
15261,53713,amoxicillin,80,100,0.9630052,-5.884946
15265,53697,amoxicillin,100,100,0.99979573,-2.5813653
15266,53712,amoxicillin,80,100,0.54669887,-5.779896
15268,53723,amoxicillin,80,100,0.9934947,-3.315073
15278,53721,amoxicillin,100,80,0.9920121,-6.8561125
15281,53848,amoxicillin,100,100,0.94518304,-4.9485126
15285,53717,amoxicillin,80,100,0.9884763,-4.557873
15286,53696,amoxicillin,100,100,0.67388386,-3.376264
15287,53696,amoxicillin,100,100,0.83830065,-2.654062
15289,53721,amoxicillin,100,100,0.70104396,-6.899526
15292,53734,amoxicillin,80,100,0.9999101,-0.24040268
15294,53723,amoxicillin,80,100,0.7940489,-6.0101523
15297,53713,amoxicillin,80,100,0.64251333,-8.33906
15302,53715,amoxicillin,80,100,0.97422326,-3.4868848
15310,53742,amoxicillin,50,100,0.68163365,-6.745218
15311,53742,amoxicillin,50,100,0.8627607,-6.824847
15312,53740,amoxicillin,50,100,0.68713975,-5.4063582
15315,53742,amoxicillin,50,100,0.9961934,-2.74524
15316,53740,amoxicillin,50,100,0.9342062,-4.841436
15320,53882,amoxicillin,50,100,0.9999895,-0.29410166
15321,53737,amoxicillin,50,100,0.5496979,-7.457685
15322,53738,amoxicillin,50,50,0.99998665,1.218709
15326,53717,amoxicillin,80,100,0.968129,-4.578022
15327,53450,amoxicillin,80,100,0.9462033,-4.9291725
15328,53450,amoxicillin,80,100,0.99623823,-2.7504067
15329,53450,amoxicillin,80,100,0.99536246,-3.133741
15330,53450,amoxicillin,80,100,0.92168164,-5.6752596
15336,53734,amoxicillin,80,100,0.9983277,-2.3224869
15337,53715,amoxicillin,80,100,0.9950477,-3.348999
15345,53697,amoxicillin,100,100,0.99983037,-3.7000532
15348,53703,amoxicillin,100,100,0.9965947,-2.4851446
15349,53712,amoxicillin,80,80,0.9809027,-5.435024
15352,53848,amoxicillin,100,100,0.9792229,-6.451685
15357,53703,amoxicillin,100,100,0.9818302,-5.9515643
15364,53696,amoxicillin,100,50,0.92682654,-4.3770823
15373,53696,amoxicillin,100,50,0.97390276,-2.4640265
15379,53697,amoxicillin,100,100,0.99981457,-3.729814
15382,53848,amoxicillin,100,100,0.9438885,-7.078926
15400,53882,amoxicillin,50,50,0.68608904,-6.700537
15403,52553,amoxicillin,20,20,0.9871725,0.72337615
15405,52553,amoxicillin,20,20,0.975179,0.3378046
15413,53890,amoxicillin,20,20,0.99516064,-4.315721
15415,52552,amoxicillin,50,100,0.7961112,-5.393766
15416,53877,amoxicillin,50,100,0.6745883,-5.8806686
15425,53742,amoxicillin,50,50,0.8765695,-6.8051805
15427,53737,amoxicillin,50,50,0.9854563,-5.375485
15433,52552,amoxicillin,50,100,0.69145864,-6.339948
15434,53877,amoxicillin,50,50,0.98689413,-3.0012465
15441,53738,amoxicillin,50,50,0.99999356,1.4859642
15447,53882,amoxicillin,50,100,0.56551236,-6.28638
15450,53740,amoxicillin,50,50,0.9087026,-5.1704063
15452,53738,amoxicillin,50,50,0.9999932,0.5996844
15456,53456,amoxicillin,20,20,0.99950993,0.010413266
15462,53458,amoxicillin,20,50,0.89662796,-3.1815896
15463,53452,amoxicillin,20,20,0.99950516,1.7800456
15464,53453,amoxicillin,20,20,0.99979,3.2773762
15472,52553,amoxicillin,20,20,0.9974809,0.32599634
15476,53890,amoxicillin,20,20,0.9982968,-4.1511555
15482,53458,amoxicillin,20,50,0.98881793,-1.7137054
15483,53452,amoxicillin,20,20,0.999972,2.089409
15484,53453,amoxicillin,20,20,0.99598867,1.4677233
15488,53461,amoxicillin,20,20,0.9998987,-1.0165895
15493,53458,amoxicillin,20,50,0.9996233,-1.7735445
15494,53452,amoxicillin,20,20,0.9999783,1.7512505
15495,53453,amoxicillin,20,20,0.9864639,-1.0231252
15498,53453,amoxicillin,20,20,0.9957495,1.7062645
15499,53452,amoxicillin,20,20,0.99992883,2.473163
15500,53458,amoxicillin,20,50,0.9978485,-2.0453103
15506,53456,amoxicillin,20,20,0.9992021,-0.7755133
15509,53461,amoxicillin,20,20,0.9997454,-1.815368
15515,53461,amoxicillin,20,20,0.99860734,-5.0664363
15517,53456,amoxicillin,20,20,0.99950397,-0.50926095
15525,53873,chloroquine,100,100,1.0,1.0688798
15529,53874,chloroquine,100,100,0.9999999,3.1395285
15538,53851,chloroquine,100,100,0.9999945,-1.8177872
15544,53447,chloroquine,100,100,0.9997154,-2.9932806
15547,53447,chloroquine,100,100,0.99994576,-2.0581076
15563,53873,chloroquine,100,100,1.0,1.3877324
15564,53874,chloroquine,100,100,1.0,3.3250883
15565,53447,chloroquine,100,100,0.9999765,-2.0413065
15566,53851,chloroquine,100,100,0.9999994,-0.5089259
15570,53857,chloroquine,100,100,0.9997787,-1.3140353
15574,53868,chloroquine,100,100,0.720743,-9.282366
15578,53869,chloroquine,100,100,1.0,0.22558315
15579,53857,chloroquine,100,100,0.9990231,-2.7198808
15583,53869,chloroquine,100,100,0.9999999,-0.88913214
15584,53868,chloroquine,100,50,0.77792674,-8.778943
15588,53796,hydroxychloroquine,100,100,0.9999677,-0.8270559
15593,53796,hydroxychloroquine,100,100,0.9999999,2.0605052
15594,53786,hydroxychloroquine,100,100,0.99979585,-2.4680004
15596,53784,hydroxychloroquine,100,100,0.9998012,0.28602776
15598,53784,hydroxychloroquine,100,100,0.99830174,0.22319156
15600,53786,hydroxychloroquine,100,100,0.99998903,-0.5645078
15601,53796,hydroxychloroquine,100,100,0.99999976,1.5700305
15613,53771,hydroxychloroquine,100,100,0.95711243,-4.715906
15616,53783,hydroxychloroquine,100,100,0.99544466,-2.3978283
15619,53771,hydroxychloroquine,100,100,0.6595155,-5.2879195
15622,53783,hydroxychloroquine,100,100,0.99976796,-1.2642757
15624,53788,hydroxychloroquine,100,100,0.9982425,-1.8766923
15626,53791,hydroxychloroquine,100,100,0.9996693,0.4414336
15630,53771,hydroxychloroquine,100,100,0.8296462,-5.295364
15645,53899,hydroxychloroquine,80,80,0.9357912,-5.823573
15646,53814,hydroxychloroquine,80,100,0.9932594,-1.9324178
15649,53783,hydroxychloroquine,100,100,0.99998665,0.28823072
15650,53800,hydroxychloroquine,80,100,0.9361615,-4.007836
15652,53801,hydroxychloroquine,80,100,0.9898784,-3.3786159
15667,53464,hydroxychloroquine,80,100,0.89170766,-6.77647
15668,53807,hydroxychloroquine,80,100,0.9991379,-2.6032681
15671,53801,hydroxychloroquine,80,100,0.9375227,-4.355156
15672,53464,hydroxychloroquine,80,100,0.9297967,-3.9800718
15673,53807,hydroxychloroquine,80,100,0.999526,-1.7477651
15683,53899,hydroxychloroquine,80,80,0.9944834,-4.5873585
15687,53771,hydroxychloroquine,100,100,0.99795854,-2.86656
15688,53788,hydroxychloroquine,100,100,0.99999,0.13552529
15696,53814,hydroxychloroquine,80,100,0.99859613,-0.8264583
15702,53791,hydroxychloroquine,100,100,0.9999877,1.2581047
15706,53791,hydroxychloroquine,100,100,0.99999785,2.4248612
15712,53800,hydroxychloroquine,80,100,0.99992347,-0.21936761
15717,53814,hydroxychloroquine,80,100,0.99106807,-2.7338362
15726,53807,hydroxychloroquine,80,100,0.99980885,-1.2898856
15741,53771,hydroxychloroquine,100,100,0.92589086,-4.268623
15743,53814,hydroxychloroquine,80,100,0.8439852,-2.9372993
15744,53899,hydroxychloroquine,80,50,0.58763456,-5.4908967
15753,53783,hydroxychloroquine,100,100,0.9999962,0.3146711
15768,53464,hydroxychloroquine,80,100,0.9259632,-4.403698
15777,53791,hydroxychloroquine,100,100,0.99985373,0.9538194
15779,53899,hydroxychloroquine,80,80,0.94896364,-5.3529677
15780,53788,hydroxychloroquine,100,100,0.99940455,-1.0452733
15786,53771,hydroxychloroquine,100,100,0.9523995,-4.397613
15791,53788,hydroxychloroquine,100,100,0.9994342,-1.0052761
15793,53783,hydroxychloroquine,100,100,0.99950373,-2.1420798
15815,52571,hydroxychloroquine,50,50,0.99998915,2.078846
15817,52565,hydroxychloroquine,50,50,0.99999225,0.0054234103
15818,52565,hydroxychloroquine,50,50,0.999997,1.4670912
15823,52571,hydroxychloroquine,50,50,0.99988616,1.2305179
15829,52565,hydroxychloroquine,50,50,0.9999838,-1.4155984
15832,52571,hydroxychloroquine,50,50,0.99986255,1.9351188
15836,53021,hydroxychloroquine,50,50,0.86401933,-4.938193
15839,52565,hydroxychloroquine,50,50,0.99996614,0.012813346
15842,53021,hydroxychloroquine,50,50,0.90031445,-2.9167128
15863,53016,hydroxychloroquine,50,50,0.99465925,-1.7494711
15864,51712,hydroxychloroquine,50,50,0.9951344,-0.50974596
15867,52565,hydroxychloroquine,50,50,0.9999901,-0.7997742
15869,52571,hydroxychloroquine,50,50,0.999967,1.6290272
15872,52567,hydroxychloroquine,50,50,0.9963224,-0.83578455
15873,53021,hydroxychloroquine,50,50,0.9995759,-2.713841
15874,52564,hydroxychloroquine,50,50,0.86919427,-4.0177894
15885,52564,hydroxychloroquine,50,50,0.9992268,-2.981198
15889,52567,hydroxychloroquine,50,50,0.99774075,-2.4535477
15903,51712,hydroxychloroquine,50,50,0.9975846,-2.0440412
15904,53016,hydroxychloroquine,50,50,0.9906413,-4.289123
15905,53021,hydroxychloroquine,50,50,0.9999596,-1.0649136
15906,52571,hydroxychloroquine,50,50,0.99999774,2.1875372
15907,52565,hydroxychloroquine,50,50,0.9999312,-1.5626469
15911,52564,hydroxychloroquine,50,50,0.999561,-3.3436966
15912,52567,hydroxychloroquine,50,50,0.9824287,-4.702253
15916,53016,hydroxychloroquine,50,50,0.57597995,-6.821961
15919,51712,hydroxychloroquine,50,50,0.9873975,-3.7781034
15923,52564,hydroxychloroquine,50,50,0.999084,-3.608368
15924,52567,hydroxychloroquine,50,50,0.9879682,-3.8730037
15927,51712,hydroxychloroquine,50,50,0.9965647,-1.9808542
15928,53016,hydroxychloroquine,50,50,0.922936,-5.911451
15929,51734,hydroxychloroquine,20,20,0.99998176,2.6663716
15938,51731,hydroxychloroquine,20,20,0.9964495,0.77837116
15939,51728,hydroxychloroquine,20,20,0.9966312,-1.003079
15940,51729,hydroxychloroquine,20,50,0.99949026,-1.802904
15956,53001,hydroxychloroquine,20,20,0.9999808,3.3429317
15958,53006,hydroxychloroquine,20,20,0.99979,3.0410607
15959,51720,hydroxychloroquine,20,20,0.99708647,-0.07099531
15972,51720,hydroxychloroquine,20,20,0.998002,1.3369284
15981,51731,hydroxychloroquine,20,20,0.99901366,-0.7176914
15982,51728,hydroxychloroquine,20,20,0.999985,-0.34709558
15983,51729,hydroxychloroquine,20,50,0.9961932,-5.0404882
15985,53001,hydroxychloroquine,20,20,0.99999416,2.3328044
15991,51734,hydroxychloroquine,20,20,0.99967074,-2.567361
16003,53672,promethazine-hydrochloride,100,100,0.9993794,-1.6478704
16007,51732,promethazine-hydrochloride,100,100,0.9973929,-4.6106553
16014,53675,promethazine-hydrochloride,100,100,0.99999905,2.698303
16015,53014,promethazine-hydrochloride,100,100,0.9238297,-1.2962172
16016,53010,promethazine-hydrochloride,100,50,0.87902796,-8.824169
16024,53672,promethazine-hydrochloride,100,100,0.9663793,-3.317478
16030,51732,promethazine-hydrochloride,100,100,0.9998765,-0.15016495
16037,53675,promethazine-hydrochloride,100,100,0.9999949,1.066375
16039,53014,promethazine-hydrochloride,100,100,0.69851714,-2.1283975
16040,53010,promethazine-hydrochloride,100,50,0.7219522,-9.220386
16047,51743,promethazine-hydrochloride,100,100,0.84153324,-0.7462786
16051,51743,promethazine-hydrochloride,100,100,0.9630899,-0.035282042
16052,52993,promethazine-hydrochloride,80,50,0.897116,-3.633352
16054,51704,promethazine-hydrochloride,80,80,0.9998123,1.5522974
16055,52993,promethazine-hydrochloride,80,50,0.9001448,-3.1843586
16057,53680,promethazine-hydrochloride,80,50,0.5721465,-5.2275825
16069,51704,promethazine-hydrochloride,80,80,0.99952686,0.6694674
16074,51714,promethazine-hydrochloride,80,100,0.7992427,-4.8860474
16075,53680,promethazine-hydrochloride,80,50,0.49327907,-4.854116
16089,52576,promethazine-hydrochloride,80,50,0.6325683,-5.529751
16092,51715,promethazine-hydrochloride,80,100,0.8838786,-4.073364
16093,51719,promethazine-hydrochloride,80,80,0.94377464,-3.8789697
16094,53026,promethazine-hydrochloride,50,50,0.9971059,-1.7976
16098,52568,promethazine-hydrochloride,50,50,0.8825712,-3.37869
16105,53530,promethazine-hydrochloride,50,80,0.47362107,-5.0583467
16107,53031,promethazine-hydrochloride,50,80,0.6159579,-5.2120113
16111,53024,promethazine-hydrochloride,50,50,0.93075097,-2.4567983
16112,52583,promethazine-hydrochloride,50,80,0.475202,-4.1777864
16113,53028,promethazine-hydrochloride,50,50,0.8140883,-6.2511315
16119,53031,promethazine-hydrochloride,50,80,0.5923154,-4.278409
16122,53024,promethazine-hydrochloride,50,100,0.6435335,-3.5381885
16123,52583,promethazine-hydrochloride,50,80,0.7029804,-2.8723512
16124,53028,promethazine-hydrochloride,50,50,0.88165593,-5.1544976
