DBMS	ORA_DATABASE_NAME	OWNER	TABLE_NAME	COLUMN_NAME	COLUMN_ID	DATA_TYPE	DATA_LENGTH	CONSTRAINT_TYPE	OWNER_1	TABLE_NAME_1	COLUMN_NAME_1
oracle	INT2R.CERN.CH	CMS_WMBS_PREPROD3	DBSBUFFER_DATASET_SUBSCRIPTION	DATASET_ID	2	NUMBER	22	R	CMS_WMBS_PREPROD3	DBSBUFFER_DATASET	ID
oracle	INT2R.CERN.CH	CMS_WMBS_PREPROD3	DBSBUFFER_ALGO_DATASET_ASSOC	DATASET_ID	3	NUMBER	22	R	CMS_WMBS_PREPROD3	DBSBUFFER_DATASET	ID
oracle	INT2R.CERN.CH	CMS_WMBS_PREPROD3	DBSBUFFER_BLOCK	DATASET_ID	2	NUMBER	22	R	CMS_WMBS_PREPROD3	DBSBUFFER_DATASET	ID
oracle	INT2R.CERN.CH	CMS_WMBS_PREPROD3	DBSBUFFER_ALGO_DATASET_ASSOC	ALGO_ID	2	NUMBER	22	R	CMS_WMBS_PREPROD3	DBSBUFFER_ALGO	ID
oracle	INT2R.CERN.CH	CMS_WMBS_PREPROD3	DBSBUFFER_FILE	DATASET_ALGO	5	NUMBER	22	R	CMS_WMBS_PREPROD3	DBSBUFFER_ALGO_DATASET_ASSOC	ID
oracle	INT2R.CERN.CH	CMS_WMBS_PREPROD3	DBSBUFFER_FILE	WORKFLOW	9	NUMBER	22	R	CMS_WMBS_PREPROD3	DBSBUFFER_WORKFLOW	ID
oracle	INT2R.CERN.CH	CMS_WMBS_PREPROD3	DBSBUFFER_FILE_PARENT	CHILD	1	NUMBER	22	R	CMS_WMBS_PREPROD3	DBSBUFFER_FILE	ID
oracle	INT2R.CERN.CH	CMS_WMBS_PREPROD3	DBSBUFFER_FILE_PARENT	PARENT	2	NUMBER	22	R	CMS_WMBS_PREPROD3	DBSBUFFER_FILE	ID
oracle	INT2R.CERN.CH	CMS_WMBS_PREPROD3	DBSBUFFER_FILE_RUNLUMI_MAP	FILENAME	1	NUMBER	22	R	CMS_WMBS_PREPROD3	DBSBUFFER_FILE	ID
oracle	INT2R.CERN.CH	CMS_WMBS_PREPROD3	DBSBUFFER_FILE_LOCATION	FILENAME	1	NUMBER	22	R	CMS_WMBS_PREPROD3	DBSBUFFER_FILE	ID
