,NBA_ID,NAME
0,76001,Alaa Abdelnaby
1,76002,Zaid Abdul-Aziz
2,76003,Kareem Abdul-Jabbar
3,51,Mahmoud Abdul-Rauf
4,1505,Tariq Abdul-Wahad
5,949,Shareef Abdur-Rahim
6,76005,Tom Abernethy
7,76006,Forest Able
8,76007,John Abramovic
9,203518,Alex Abrines
10,1630173,Precious Achiuwa
11,101165,Alex Acker
12,76008,Donald Ackerman
13,76009,Mark Acres
14,76010,Charles Acton
15,203112,Quincy Acy
16,76011,Alvan Adams
17,76012,Don Adams
18,200801,Hassan Adams
19,1629121,Jaylen Adams
20,203919,Jordan Adams
21,149,Michael Adams
22,203500,Steven Adams
23,912,Rafael Addison
24,1628389,Bam Adebayo
25,1629061,Deng Adel
26,76015,Rick Adelman
27,202399,Jeff Adrien
28,201167,Arron Afflalo
29,1630534,Ochai Agbaji
30,200772,Maurice Ager
31,76016,Mark Aguirre
32,201336,Blake Ahearn
33,76017,Danny Ainge
34,201582,Alexis Ajinca
35,76018,Henry Akin
36,203006,Josh Akognon
37,1629152,DeVaughn Akoon-Purcell
38,202374,Solomon Alabi
39,76019,Mark Alarie
40,76020,Gary Alcorn
41,1630583,Santi Aldama
42,203128,Furkan Aldemir
43,202332,Cole Aldrich
44,200746,LaMarcus Aldridge
45,76021,Chuck Aleksinas
46,1626146,Cliff Alexander
47,724,Cory Alexander
48,2042,Courtney Alexander
49,76022,Gary Alexander
50,201570,Joe Alexander
51,1629734,Kyle Alexander
52,1641725,Trey Alexander
53,1630234,Ty-Shon Alexander
54,2349,Victor Alexander
55,1629638,Nickeil Alexander-Walker
56,76024,Steve Alford
57,1628959,Rawle Alkins
58,76028,Bob Allen
59,1628960,Grayson Allen
60,1628386,Jarrett Allen
61,706,Jerome Allen
62,1628443,Kadeem Allen
63,202730,Lavoy Allen
64,76027,Lucius Allen
65,2124,Malik Allen
66,76025,Randy Allen
67,951,Ray Allen
68,1641851,Timmy Allen
69,2754,Tony Allen
70,76029,Odis Allison
71,200984,Lance Allred
72,76030,Darrell Allums
73,201165,Morris Almond
74,308,Derrick Alston
75,1747,Rafer Alston
76,1824,Peter Aluma
77,1630631,Jose Alvarado
78,680,John Amaechi
79,732,Ashraf Amaya
80,202329,Al-Farouq Aminu
81,200811,Lou Amundson
82,76034,Bob Anderegg
83,2365,Chris Andersen
84,2431,David Andersen
85,101187,Alan Anderson
86,202079,Antonio Anderson
87,76035,Cliff Anderson
88,76036,Daniel Anderson
89,1507,Derek Anderson
90,76037,Dwight Anderson
91,944,Eric Anderson
92,246,Greg Anderson
93,202341,James Anderson
94,76040,Jerome Anderson
95,1626147,Justin Anderson
96,72,Kenny Anderson
97,76041,Kim Anderson
98,203937,Kyle Anderson
99,76042,Michael Anderson
100,76043,Mitchell Anderson
101,98,Nick Anderson
102,76045,Richard Anderson
103,76046,Ron Anderson
104,201583,Ryan Anderson
105,1000,Shandon Anderson
106,335,Willie Anderson
107,76048,Wally Anderzunas
108,101149,Martynas Andriuskevicius
109,76049,Don Anielak
110,1628387,Ike Anigbogu
111,76050,Michael Ansley
112,1512,Chris Anstey
113,203507,Giannis Antetokounmpo
114,1628961,Kostas Antetokounmpo
115,203648,Thanasis Antetokounmpo
116,2546,Carmelo Anthony
117,1630175,Cole Anthony
118,21,Greg Anthony
119,201202,Joel Anthony
120,203544,Pero Antic
121,1628384,OG Anunoby
122,203951,Keith Appling
123,2737,Rafael Araujo
124,76053,Stacey Arceneaux
125,76054,Nate Archibald
126,2425,Robert Archibald
127,1627853,Ryan Arcidiacono
128,76055,Jim Ard
129,2240,Gilbert Arenas
130,2772,Trevor Ariza
131,76056,Paul Arizin
132,76057,Joe Arlauckas
133,769,B.J. Armstrong
134,76061,Bob Armstrong
135,2220,Brandon Armstrong
136,353,Darrell Armstrong
137,200756,Hilton Armstrong
138,76060,Paul Armstrong
139,1642379,Taran Armstrong
140,76059,Tate Armstrong
141,76062,Jesse Arnelle
142,76063,Jay Arnette
143,76064,Bob Arnzen
144,2306,Carlos Arroyo
145,201589,Darrell Arthur
146,76065,John Arthurs
147,1628503,Jamel Artis
148,201600,Omer Asik
149,355,Vincent Askew
150,173,Keith Askins
151,76068,Don Asmonga
152,76069,Richard Atha
153,1088,Chucky Atkins
154,76070,Alvin Attles
155,76071,Chet Aubuchon
156,278,Stacey Augmon
157,201571,D.J. Augustin
158,200788,James Augustine
159,1134,Ike Austin
160,76073,John Austin
161,76074,Ken Austin
162,1630166,Deni Avdija
163,138,Anthony Avent
164,76076,William Averitt
165,1895,William Avery
166,76078,Dennis Awtrey
167,1630555,Joel Ayayi
168,202970,Gustavo Ayon
169,201965,Jeff Ayres
170,1629028,Deandre Ayton
171,101235,Kelenna Azubuike
172,1628962,Udoka Azubuike
173,203569,Chris Babb
174,202337,Luke Babbitt
175,76079,Milos Babic
176,76080,Johnny Bach
177,1628407,Dwayne Bacon
178,1630641,Ibou Badji
179,76081,Jim Baechtold
180,2053,Dalibor Bagaric
181,76082,John Bagley
182,1630542,Marcus Bagley
183,1628963,Marvin Bagley III
184,1641735,Amari Bailey
185,76084,Carl Bailey
186,76083,Gus Bailey
187,76085,James Bailey
188,1847,Thurl Bailey
189,1753,Toby Bailey
190,203946,Cameron Bairstow
