
+-------+--------------+--------------------------------+---------------------------+------------------+-----------+--------------------------+-----------------+-------------------------+------------------------------+------------------->
| dbms  | TABLE_SCHEMA | TABLE_NAME                     | COLUMN_NAME               | ORDINAL_POSITION | DATA_TYPE | CHARACTER_MAXIMUM_LENGTH | CONSTRAINT_TYPE | REFERENCED_TABLE_SCHEMA | REFERENCED_TABLE_NAME        | REFERENCED_COLUMN_>
| mysql | wmagent      | dbsbuffer_file_checksums       | fileid                    |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_file_checksums       | typeid                    |                2 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_file_checksums       | fileid                    |                1 | int       |                     NULL | FOREIGN KEY     | wmagent                 | dbsbuffer_file               | id                >
| mysql | wmagent      | dbsbuffer_file_checksums       | typeid                    |                2 | int       |                     NULL | FOREIGN KEY     | wmagent                 | dbsbuffer_checksum_type      | id                >
| mysql | wmagent      | wm_init                        | init_param                |                1 | varchar   |                      100 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_workflow                  | id                        |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_workflow                  | name                      |                3 | varchar   |                      255 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_workflow                  | spec                      |                2 | varchar   |                      700 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_workflow                  | task                      |                4 | varchar   |                     1250 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_workflow                  | owner                     |                6 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_users                   | id                >
| mysql | wmagent      | bl_status                      | id                        |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | bl_status                      | name                      |                2 | varchar   |                      255 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wma_init                       | init_param                |                1 | varchar   |                      100 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | rc_threshold                   | site_id                   |                1 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_location                | id                >
| mysql | wmagent      | rc_threshold                   | sub_type_id               |                2 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_sub_types               | id                >
| mysql | wmagent      | dbsbuffer_file_location        | filename                  |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_file_location        | location                  |                2 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_file_location        | filename                  |                1 | int       |                     NULL | FOREIGN KEY     | wmagent                 | dbsbuffer_file               | id                >
| mysql | wmagent      | dbsbuffer_file_location        | location                  |                2 | int       |                     NULL | FOREIGN KEY     | wmagent                 | dbsbuffer_location           | id                >
| mysql | wmagent      | wmbs_fileset                   | id                        |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_fileset                   | name                      |                2 | varchar   |                     1250 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_sub_files_available       | subscription              |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_sub_files_available       | fileid                    |                2 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_sub_files_available       | fileid                    |                2 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_file_details            | id                >
| mysql | wmagent      | wmbs_sub_files_available       | subscription              |                1 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_subscription            | id                >
| mysql | wmagent      | dbsbuffer_checksum_type        | id                        |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_block                | id                        |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_block                | blockname                 |                3 | varchar   |                      250 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_block                | location                  |                4 | int       |                     NULL | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_block                | dataset_id                |                2 | int       |                     NULL | FOREIGN KEY     | wmagent                 | dbsbuffer_dataset            | id                >
| mysql | wmagent      | dbsbuffer_block                | location                  |                4 | int       |                     NULL | FOREIGN KEY     | wmagent                 | dbsbuffer_location           | id                >
| mysql | wmagent      | wmbs_location_pnns             | location                  |                1 | int       |                     NULL | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_location_pnns             | pnn                       |                2 | int       |                     NULL | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_location_pnns             | location                  |                1 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_location                | id                >
| mysql | wmagent      | wmbs_location_pnns             | pnn                       |                2 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_pnns                    | id                >
| mysql | wmagent      | wmbs_sub_files_acquired        | subscription              |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_sub_files_acquired        | fileid                    |                2 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_sub_files_acquired        | fileid                    |                2 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_file_details            | id                >
| mysql | wmagent      | wmbs_sub_files_acquired        | subscription              |                1 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_subscription            | id                >
| mysql | wmagent      | wmbs_sub_files_failed          | subscription              |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_sub_files_failed          | fileid                    |                2 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_sub_files_failed          | fileid                    |                2 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_file_details            | id                >
| mysql | wmagent      | wmbs_sub_files_failed          | subscription              |                1 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_subscription            | id                >
| mysql | wmagent      | wmbs_jobgroup                  | id                        |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_jobgroup                  | guid                      |                3 | varchar   |                      255 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_jobgroup                  | output                    |                4 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_fileset                 | id                >
| mysql | wmagent      | wmbs_jobgroup                  | subscription              |                2 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_subscription            | id                >
| mysql | wmagent      | wmbs_job_mask                  | job                       |                1 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_job                     | id                >
| mysql | wmagent      | wmbs_subscription              | split_algo                |                4 | varchar   |                      255 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_subscription              | last_update               |                6 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_subscription              | finished                  |                7 | tinyint   |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wm_components                  | pid                       |                3 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wm_components                  | update_threshold          |                4 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_location                  | cms_name                  |                4 | varchar   |                      255 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_location                  | ce_name                   |                5 | varchar   |                      255 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_location                  | running_slots             |                6 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_location                  | pending_slots             |                7 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_location                  | plugin                    |                8 | varchar   |                      255 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_location                  | state_time                |                9 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_location_state            | name                      |                2 | varchar   |                      100 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_file                 | filesize                  |                3 | bigint    |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_file                 | events                    |                4 | bigint    |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_file                 | block_id                  |                6 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_file                 | status                    |                7 | varchar   |                       20 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_file                 | in_phedex                 |                8 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_file                 | LastModificationDate      |               10 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_job_state                 | name                      |                2 | varchar   |                      100 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_file_checksums            | cksum                     |                3 | varchar   |                      100 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_workunit                  | retry_count               |                3 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_workunit                  | last_unit_count           |                4 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_workunit                  | last_submit_time          |                5 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_workunit                  | status                    |                6 | tinyint   |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_frl_workunit_assoc        | firstevent                |                2 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_frl_workunit_assoc        | lastevent                 |                3 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_fileset_files             | insert_time               |                3 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_dataset_subscription | subscribed                |                6 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_dataset_subscription | delete_blocks             |                7 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_dataset_subscription | dataset_lifetime          |                8 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_file_checksums       | cksum                     |                3 | varchar   |                      100 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wm_init                        | init_value                |                2 | varchar   |                      100 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_workflow                  | type                      |                5 | varchar   |                      255 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_workflow                  | alt_fs_close              |                7 | tinyint   |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_workflow                  | injected                  |                8 | tinyint   |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_workflow                  | priority                  |                9 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wma_init                       | init_value                |                2 | varchar   |                      100 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | rc_threshold                   | pending_slots             |                3 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | rc_threshold                   | max_slots                 |                4 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_fileset                   | open                      |                3 | tinyint   |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_fileset                   | last_update               |                4 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_checksum_type        | type                      |                2 | varchar   |                      255 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_block                | create_time               |                5 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_block                | status                    |                6 | varchar   |                       20 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_block                | deleted                   |                7 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_block                | rule_id                   |                8 | varchar   |                       40 | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_jobgroup                  | last_update               |                5 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_jobgroup                  | location                  |                6 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_job_mask                  | FirstEvent                |                2 | bigint    |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_job_mask                  | LastEvent                 |                3 | bigint    |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_job_mask                  | FirstLumi                 |                4 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_job_mask                  | LastLumi                  |                5 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_job_mask                  | FirstRun                  |                6 | int       |                     NULL | NULL            | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_job_assoc                 | job                       |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_job_assoc                 | fileid                    |                2 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_job_assoc                 | job                       |                1 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_job                     | id                >
| mysql | wmagent      | wmbs_job_assoc                 | fileid                    |                2 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_file_details            | id                >
| mysql | wmagent      | wmbs_subscription_validation   | subscription_id           |                1 | int       |                     NULL | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_subscription_validation   | location_id               |                2 | int       |                     NULL | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_subscription_validation   | subscription_id           |                1 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_subscription            | id                >
| mysql | wmagent      | wmbs_subscription_validation   | location_id               |                2 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_location                | id                >
| mysql | wmagent      | wmbs_job_workunit_assoc        | job                       |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_job_workunit_assoc        | workunit                  |                2 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_job_workunit_assoc        | job                       |                1 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_job                     | id                >
| mysql | wmagent      | wmbs_job_workunit_assoc        | workunit                  |                2 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_workunit                | id                >
| mysql | wmagent      | dbsbuffer_algo                 | id                        |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_algo                 | app_name                  |                2 | varchar   |                      100 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_algo                 | app_ver                   |                3 | varchar   |                      100 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_algo                 | app_fam                   |                4 | varchar   |                      100 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_algo                 | pset_hash                 |                5 | varchar   |                      700 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_sub_types                 | id                        |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_sub_types                 | name                      |                2 | varchar   |                      255 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_file_runlumi_map          | fileid                    |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_file_runlumi_map          | run                       |                2 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_file_runlumi_map          | lumi                      |                3 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_file_runlumi_map          | fileid                    |                1 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_file_details            | id                >
| mysql | wmagent      | wmbs_sub_files_complete        | subscription              |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_sub_files_complete        | fileid                    |                2 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_sub_files_complete        | fileid                    |                2 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_file_details            | id                >
| mysql | wmagent      | wmbs_sub_files_complete        | subscription              |                1 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_subscription            | id                >
| mysql | wmagent      | wmbs_job                       | id                        |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_job                       | name                      |                3 | varchar   |                      255 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_job                       | cache_dir                 |               10 | varchar   |                     1250 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_job                       | fwjr_path                 |               11 | varchar   |                     1250 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_job                       | jobgroup                  |                2 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_jobgroup                | id                >
| mysql | wmagent      | wmbs_job                       | location                  |                8 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_location                | id                >
| mysql | wmagent      | wmbs_job                       | state                     |                4 | int       |                     NULL | FOREIGN KEY     | wmagent                 | wmbs_job_state               | id                >
| mysql | wmagent      | wmbs_users                     | id                        |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_users                     | cert_dn                   |                2 | varchar   |                      255 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_users                     | group_name                |                6 | varchar   |                      255 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | wmbs_users                     | role_name                 |                7 | varchar   |                      255 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_workflow             | id                        |                1 | int       |                     NULL | PRIMARY KEY     | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_workflow             | name                      |                2 | varchar   |                      700 | UNIQUE          | NULL                    | NULL                         | NULL              >
| mysql | wmagent      | dbsbuffer_workflow             | task                      |                3 | varchar   |                      700 | UNIQUE          | NULL                    | NULL                         | NULL              >
