thickness,energy,transmission
29,13000.0,0.95391
29,15000.0,0.96969
29,17000.0,0.97902
30,7000.0,0.73521
30,9000.0,0.86398
30,11000.0,0.92274
30,13000.0,0.95236
30,15000.0,0.96866
30,17000.0,0.97831
31,7000.0,0.72771
31,9000.0,0.85978
31,11000.0,0.92027
31,13000.0,0.95081
31,15000.0,0.96763
31,17000.0,0.97759
32,7000.0,0.72028
32,9000.0,0.8556
32,11000.0,0.91781
32,13000.0,0.94927
32,15000.0,0.96661
32,17000.0,0.97688
33,7000.0,0.71294
33,9000.0,0.85144
33,11000.0,0.91535
33,13000.0,0.94772
33,15000.0,0.96558
33,17000.0,0.97616
34,7000.0,0.70566
34,9000.0,0.84731
34,11000.0,0.9129
34,13000.0,0.94618
34,15000.0,0.96456
34,17000.0,0.97545
35,7000.0,0.69847
35,9000.0,0.84319
35,11000.0,0.91046
35,13000.0,0.94464
35,15000.0,0.96354
35,17000.0,0.97474
36,7000.0,0.69134
36,9000.0,0.83909
36,11000.0,0.90802
36,13000.0,0.94311
36,15000.0,0.96251
36,17000.0,0.97402
37,7000.0,0.68429
37,9000.0,0.83501
37,11000.0,0.90559
37,13000.0,0.94157
37,15000.0,0.96149
37,17000.0,0.97331
38,7000.0,0.67731
38,9000.0,0.83095
38,11000.0,0.90316
38,13000.0,0.94004
38,15000.0,0.96047
38,17000.0,0.9726
39,7000.0,0.6704
39,9000.0,0.82691
39,11000.0,0.90075
39,13000.0,0.93852
39,15000.0,0.95945
39,17000.0,0.97189
40,7000.0,0.66356
40,9000.0,0.82289
40,11000.0,0.89834
40,13000.0,0.93699
40,15000.0,0.95844
40,17000.0,0.97118
41,7000.0,0.65679
41,9000.0,0.81889
41,11000.0,0.89593
41,13000.0,0.93547
41,15000.0,0.95742
41,17000.0,0.97047
42,7000.0,0.65009
42,9000.0,0.81491
42,11000.0,0.89353
42,13000.0,0.93395
42,15000.0,0.9564
42,17000.0,0.96976
43,7000.0,0.64346
43,9000.0,0.81095
43,11000.0,0.89114
43,13000.0,0.93243
43,15000.0,0.95539
43,17000.0,0.96905
44,7000.0,0.6369
44,9000.0,0.807
44,11000.0,0.88876
44,13000.0,0.93091
44,15000.0,0.95438
44,17000.0,0.96834
45,7000.0,0.6304
45,9000.0,0.80308
45,11000.0,0.88638
45,13000.0,0.9294
45,15000.0,0.95336
45,17000.0,0.96763
46,7000.0,0.62397
46,9000.0,0.79918
46,11000.0,0.884
46,13000.0,0.92789
46,15000.0,0.95235
46,17000.0,0.96693
47,7000.0,0.6176
47,9000.0,0.79529
47,11000.0,0.88164
47,13000.0,0.92638
47,15000.0,0.95134
47,17000.0,0.96622
48,7000.0,0.6113
48,9000.0,0.79142
48,11000.0,0.87928
48,13000.0,0.92487
48,15000.0,0.95033
48,17000.0,0.96551
49,7000.0,0.60507
49,9000.0,0.78758
49,11000.0,0.87692
49,13000.0,0.92337
49,15000.0,0.94932
49,17000.0,0.96481
50,7000.0,0.59889
50,9000.0,0.78375
50,11000.0,0.87458
50,13000.0,0.92187
50,15000.0,0.94832
50,17000.0,0.9641
51,7000.0,0.59279
51,9000.0,0.77994
51,11000.0,0.87224
51,13000.0,0.92037
51,15000.0,0.94731
51,17000.0,0.9634
52,7000.0,0.58674
52,9000.0,0.77615
52,11000.0,0.8699
52,13000.0,0.91887
52,15000.0,0.94631
52,17000.0,0.9627
53,7000.0,0.58075
53,9000.0,0.77237
53,11000.0,0.86757
53,13000.0,0.91738
53,15000.0,0.9453
53,17000.0,0.96199
54,7000.0,0.57483
54,9000.0,0.76862
54,11000.0,0.86525
54,13000.0,0.91589
54,15000.0,0.9443
54,17000.0,0.96129
55,7000.0,0.56896
55,9000.0,0.76488
55,11000.0,0.86293
55,13000.0,0.9144
55,15000.0,0.9433
55,17000.0,0.96059
56,7000.0,0.56316
56,9000.0,0.76116
56,11000.0,0.86062
56,13000.0,0.91291
56,15000.0,0.9423
56,17000.0,0.95988
57,7000.0,0.55742
57,9000.0,0.75746
57,11000.0,0.85832
57,13000.0,0.91143
57,15000.0,0.9413
57,17000.0,0.95918
58,7000.0,0.55173
58,9000.0,0.75378
58,11000.0,0.85602
58,13000.0,0.90995
58,15000.0,0.9403
58,17000.0,0.95848
59,7000.0,0.5461
59,9000.0,0.75012
59,11000.0,0.85373
59,13000.0,0.90847
59,15000.0,0.9393
59,17000.0,0.95778
60,7000.0,0.54053
60,9000.0,0.74647
60,11000.0,0.85145
60,13000.0,0.90699
60,15000.0,0.93831
60,17000.0,0.95708
61,7000.0,0.53502
61,9000.0,0.74284
61,11000.0,0.84917
61,13000.0,0.90551
61,15000.0,0.93731
61,17000.0,0.95638
62,7000.0,0.52956
62,9000.0,0.73923
62,11000.0,0.8469
62,13000.0,0.90404
62,15000.0,0.93632
62,17000.0,0.95568
63,7000.0,0.52416
63,9000.0,0.73563
63,11000.0,0.84463
63,13000.0,0.90257
63,15000.0,0.93532
63,17000.0,0.95498
64,7000.0,0.51881
64,9000.0,0.73206
64,11000.0,0.84237
64,13000.0,0.90111
64,15000.0,0.93433
64,17000.0,0.95429
65,7000.0,0.51352
65,9000.0,0.7285
65,11000.0,0.84011
65,13000.0,0.89964
65,15000.0,0.93334
65,17000.0,0.95359
66,7000.0,0.50828
66,9000.0,0.72496
66,11000.0,0.83786
66,13000.0,0.89818
66,15000.0,0.93235
66,17000.0,0.95289
67,7000.0,0.50309
67,9000.0,0.72143
67,11000.0,0.83562
67,13000.0,0.89672
67,15000.0,0.93136
67,17000.0,0.9522
68,7000.0,0.49796
68,9000.0,0.71793
68,11000.0,0.83338
68,13000.0,0.89526
68,15000.0,0.93037
68,17000.0,0.9515
69,7000.0,0.49288
69,9000.0,0.71444
69,11000.0,0.83115
69,13000.0,0.8938
69,15000.0,0.92939
69,17000.0,0.9508
70,7000.0,0.48785
70,9000.0,0.71096
70,11000.0,0.82893
70,13000.0,0.89235
70,15000.0,0.9284
70,17000.0,0.95011
71,7000.0,0.48288
71,9000.0,0.70751
71,11000.0,0.82671
71,13000.0,0.8909
71,15000.0,0.92742
71,17000.0,0.94941
72,7000.0,0.47795
72,9000.0,0.70407
72,11000.0,0.8245
72,13000.0,0.88945
72,15000.0,0.92643
72,17000.0,0.94872
73,7000.0,0.47308
73,9000.0,0.70064
73,11000.0,0.82229
73,13000.0,0.88801
73,15000.0,0.92545
73,17000.0,0.94803
74,7000.0,0.46825
74,9000.0,0.69724
74,11000.0,0.82009
74,13000.0,0.88656
74,15000.0,0.92447
74,17000.0,0.94733
75,7000.0,0.46347
75,9000.0,0.69385
75,11000.0,0.81789
75,13000.0,0.88512
75,15000.0,0.92349
75,17000.0,0.94664
76,7000.0,0.45875
76,9000.0,0.69048
76,11000.0,0.81571
76,13000.0,0.88368
76,15000.0,0.92251
76,17000.0,0.94595
77,7000.0,0.45407
77,9000.0,0.68712
77,11000.0,0.81352
77,13000.0,0.88225
77,15000.0,0.92153
77,17000.0,0.94526
78,7000.0,0.44943
78,9000.0,0.68378
78,11000.0,0.81134
78,13000.0,0.88081
78,15000.0,0.92055
78,17000.0,0.94457
79,7000.0,0.44485
79,9000.0,0.68045
79,11000.0,0.80917
79,13000.0,0.87938
79,15000.0,0.91957
79,17000.0,0.94388
80,7000.0,0.44031
80,9000.0,0.67715
80,11000.0,0.80701
80,13000.0,0.87795
80,15000.0,0.9186
80,17000.0,0.94319
81,7000.0,0.43582
81,9000.0,0.67385
81,11000.0,0.80485
81,13000.0,0.87652
81,15000.0,0.91762
81,17000.0,0.9425
82,7000.0,0.43137
82,9000.0,0.67058
82,11000.0,0.80269
82,13000.0,0.8751
82,15000.0,0.91665
82,17000.0,0.94181
83,7000.0,0.42697
83,9000.0,0.66732
83,11000.0,0.80054
83,13000.0,0.87367
83,15000.0,0.91568
83,17000.0,0.94112
84,7000.0,0.42262
84,9000.0,0.66407
84,11000.0,0.7984
84,13000.0,0.87225
84,15000.0,0.91471
84,17000.0,0.94043
85,7000.0,0.41831
85,9000.0,0.66085
85,11000.0,0.79626
85,13000.0,0.87084
85,15000.0,0.91374
85,17000.0,0.93975
86,7000.0,0.41404
86,9000.0,0.65763
86,11000.0,0.79413
86,13000.0,0.86942
86,15000.0,0.91277
86,17000.0,0.93906
87,7000.0,0.40982
87,9000.0,0.65444
87,11000.0,0.79201
87,13000.0,0.86801
87,15000.0,0.9118
87,17000.0,0.93837
88,7000.0,0.40564
88,9000.0,0.65125
88,11000.0,0.78989
88,13000.0,0.8666
88,15000.0,0.91083
88,17000.0,0.93769
89,7000.0,0.4015
89,9000.0,0.64809
89,11000.0,0.78777
89,13000.0,0.86519
89,15000.0,0.90987
89,17000.0,0.937
90,7000.0,0.3974
90,9000.0,0.64494
90,11000.0,0.78566
90,13000.0,0.86378
90,15000.0,0.9089
90,17000.0,0.93632
91,7000.0,0.39335
91,9000.0,0.6418
91,11000.0,0.78356
91,13000.0,0.86238
91,15000.0,0.90794
91,17000.0,0.93563
92,7000.0,0.38934
92,9000.0,0.63868
92,11000.0,0.78146
92,13000.0,0.86097
92,15000.0,0.90697
92,17000.0,0.93495
93,7000.0,0.38536
93,9000.0,0.63558
93,11000.0,0.77937
93,13000.0,0.85957
93,15000.0,0.90601
93,17000.0,0.93427
94,7000.0,0.38143
94,9000.0,0.63249
94,11000.0,0.77729
94,13000.0,0.85818
94,15000.0,0.90505
94,17000.0,0.93358
95,7000.0,0.37754
95,9000.0,0.62941
95,11000.0,0.7752
95,13000.0,0.85678
95,15000.0,0.90409
95,17000.0,0.9329
96,7000.0,0.37369
96,9000.0,0.62635
96,11000.0,0.77313
96,13000.0,0.85539
96,15000.0,0.90313
96,17000.0,0.93222
97,7000.0,0.36988
97,9000.0,0.62331
97,11000.0,0.77106
97,13000.0,0.854
97,15000.0,0.90217
97,17000.0,0.93154
98,7000.0,0.36611
98,9000.0,0.62028
98,11000.0,0.769
98,13000.0,0.85261
98,15000.0,0.90122
98,17000.0,0.93086
99,7000.0,0.36237
99,9000.0,0.61726
99,11000.0,0.76694
99,13000.0,0.85122
99,15000.0,0.90026
99,17000.0,0.93018
100,7000.0,0.35867
100,9000.0,0.61426
100,11000.0,0.76489
100,13000.0,0.84984
100,15000.0,0.89931
100,17000.0,0.9295
101,7000.0,0.35502
101,9000.0,0.61127
101,11000.0,0.76284
101,13000.0,0.84846
101,15000.0,0.89835
101,17000.0,0.92882
102,7000.0,0.35139
102,9000.0,0.6083
102,11000.0,0.7608
102,13000.0,0.84708
102,15000.0,0.8974
102,17000.0,0.92814
103,7000.0,0.34781
103,9000.0,0.60535
103,11000.0,0.75876
103,13000.0,0.8457
103,15000.0,0.89645
103,17000.0,0.92746
104,7000.0,0.34426
104,9000.0,0.6024
104,11000.0,0.75673
104,13000.0,0.84433
104,15000.0,0.8955
104,17000.0,0.92678
105,7000.0,0.34075
105,9000.0,0.59947
105,11000.0,0.7547
105,13000.0,0.84295
105,15000.0,0.89455
105,17000.0,0.9261
106,7000.0,0.33727
106,9000.0,0.59656
106,11000.0,0.75268
106,13000.0,0.84158
106,15000.0,0.8936
106,17000.0,0.92543
107,7000.0,0.33383
107,9000.0,0.59366
107,11000.0,0.75067
107,13000.0,0.84021
107,15000.0,0.89265
107,17000.0,0.92475
108,7000.0,0.33043
108,9000.0,0.59077
108,11000.0,0.74866
108,13000.0,0.83885
108,15000.0,0.8917
108,17000.0,0.92408
109,7000.0,0.32706
109,9000.0,0.5879
109,11000.0,0.74665
109,13000.0,0.83749
109,15000.0,0.89076
109,17000.0,0.9234
110,7000.0,0.32372
110,9000.0,0.58504
110,11000.0,0.74466
110,13000.0,0.83612
110,15000.0,0.88981
110,17000.0,0.92273
111,7000.0,0.32042
111,9000.0,0.5822
111,11000.0,0.74266
111,13000.0,0.83476
111,15000.0,0.88887
111,17000.0,0.92205
112,7000.0,0.31715
112,9000.0,0.57937
112,11000.0,0.74068
112,13000.0,0.83341
112,15000.0,0.88792
112,17000.0,0.92138
113,7000.0,0.31391
113,9000.0,0.57655
113,11000.0,0.73869
113,13000.0,0.83205
113,15000.0,0.88698
113,17000.0,0.9207
114,7000.0,0.31071
114,9000.0,0.57375
114,11000.0,0.73672
114,13000.0,0.8307
114,15000.0,0.88604
114,17000.0,0.92003
115,7000.0,0.30754
115,9000.0,0.57096
115,11000.0,0.73474
115,13000.0,0.82935
115,15000.0,0.8851
115,17000.0,0.91936
116,7000.0,0.30441
116,9000.0,0.56818
116,11000.0,0.73278
116,13000.0,0.828
116,15000.0,0.88416
116,17000.0,0.91869
117,7000.0,0.3013
117,9000.0,0.56542
117,11000.0,0.73082
117,13000.0,0.82665
117,15000.0,0.88323
117,17000.0,0.91802
118,7000.0,0.29823
118,9000.0,0.56267
118,11000.0,0.72886
118,13000.0,0.82531
118,15000.0,0.88229
118,17000.0,0.91734
119,7000.0,0.29518
119,9000.0,0.55994
119,11000.0,0.72691
119,13000.0,0.82397
119,15000.0,0.88135
119,17000.0,0.91667
120,7000.0,0.29217
120,9000.0,0.55722
120,11000.0,0.72496
120,13000.0,0.82263
120,15000.0,0.88042
120,17000.0,0.916
121,7000.0,0.28919
121,9000.0,0.55451
121,11000.0,0.72302
121,13000.0,0.82129
121,15000.0,0.87948
121,17000.0,0.91533
122,7000.0,0.28624
122,9000.0,0.55181
122,11000.0,0.72109
122,13000.0,0.81996
122,15000.0,0.87855
122,17000.0,0.91467
123,7000.0,0.28332
123,9000.0,0.54913
123,11000.0,0.71916
123,13000.0,0.81862
123,15000.0,0.87762
123,17000.0,0.914
124,7000.0,0.28043
124,9000.0,0.54646
124,11000.0,0.71723
124,13000.0,0.81729
124,15000.0,0.87669
124,17000.0,0.91333
125,7000.0,0.27757
125,9000.0,0.5438
125,11000.0,0.71531
125,13000.0,0.81596
125,15000.0,0.87576
125,17000.0,0.91266
126,7000.0,0.27474
126,9000.0,0.54116
126,11000.0,0.7134
126,13000.0,0.81464
126,15000.0,0.87483
126,17000.0,0.91199
127,7000.0,0.27194
127,9000.0,0.53853
127,11000.0,0.71149
127,13000.0,0.81331
127,15000.0,0.8739
127,17000.0,0.91133
128,7000.0,0.26916
128,9000.0,0.53591
128,11000.0,0.70958
128,13000.0,0.81199
128,15000.0,0.87297
128,17000.0,0.91066
129,7000.0,0.26642
129,9000.0,0.5333
129,11000.0,0.70768
129,13000.0,0.81067
129,15000.0,0.87205
129,17000.0,0.91
130,7000.0,0.2637
130,9000.0,0.53071
130,11000.0,0.70579
130,13000.0,0.80935
130,15000.0,0.87112
130,17000.0,0.90933
131,7000.0,0.26101
131,9000.0,0.52813
131,11000.0,0.7039
131,13000.0,0.80804
131,15000.0,0.8702
131,17000.0,0.90867
132,7000.0,0.25835
132,9000.0,0.52556
132,11000.0,0.70202
132,13000.0,0.80672
132,15000.0,0.86928
132,17000.0,0.908
133,7000.0,0.25571
133,9000.0,0.52301
133,11000.0,0.70014
133,13000.0,0.80541
133,15000.0,0.86835
133,17000.0,0.90734
134,7000.0,0.2531
134,9000.0,0.52047
134,11000.0,0.69826
134,13000.0,0.8041
134,15000.0,0.86743
134,17000.0,0.90668
135,7000.0,0.25052
135,9000.0,0.51794
135,11000.0,0.69639
135,13000.0,0.8028
135,15000.0,0.86651
135,17000.0,0.90601
136,7000.0,0.24797
136,9000.0,0.51542
136,11000.0,0.69453
136,13000.0,0.80149
136,15000.0,0.86559
136,17000.0,0.90535
137,7000.0,0.24544
137,9000.0,0.51291
137,11000.0,0.69267
137,13000.0,0.80019
137,15000.0,0.86468
137,17000.0,0.90469
138,7000.0,0.24293
138,9000.0,0.51042
138,11000.0,0.69082
138,13000.0,0.79889
138,15000.0,0.86376
138,17000.0,0.90403
139,7000.0,0.24045
139,9000.0,0.50794
139,11000.0,0.68897
139,13000.0,0.79759
139,15000.0,0.86284
139,17000.0,0.90337
140,7000.0,0.238
140,9000.0,0.50547
140,11000.0,0.68712
140,13000.0,0.79629
140,15000.0,0.86193
140,17000.0,0.90271
141,7000.0,0.23557
141,9000.0,0.50301
141,11000.0,0.68528
141,13000.0,0.795
141,15000.0,0.86101
141,17000.0,0.90205
142,7000.0,0.23317
142,9000.0,0.50057
142,11000.0,0.68345
142,13000.0,0.7937
142,15000.0,0.8601
142,17000.0,0.90139
143,7000.0,0.23079
143,9000.0,0.49813
143,11000.0,0.68162
143,13000.0,0.79241
143,15000.0,0.85919
143,17000.0,0.90073
144,7000.0,0.22844
144,9000.0,0.49571
144,11000.0,0.6798
144,13000.0,0.79112
144,15000.0,0.85827
144,17000.0,0.90007
145,7000.0,0.22611
145,9000.0,0.4933
145,11000.0,0.67798
145,13000.0,0.78984
145,15000.0,0.85736
145,17000.0,0.89941
146,7000.0,0.2238
146,9000.0,0.4909
146,11000.0,0.67616
146,13000.0,0.78855
146,15000.0,0.85646
146,17000.0,0.89876
147,7000.0,0.22152
147,9000.0,0.48852
147,11000.0,0.67435
147,13000.0,0.78727
147,15000.0,0.85555
147,17000.0,0.8981
148,7000.0,0.21926
148,9000.0,0.48614
148,11000.0,0.67255
148,13000.0,0.78599
148,15000.0,0.85464
148,17000.0,0.89744
149,7000.0,0.21702
149,9000.0,0.48378
149,11000.0,0.67075
149,13000.0,0.78471
149,15000.0,0.85373
149,17000.0,0.89679
150,7000.0,0.21481
150,9000.0,0.48143
150,11000.0,0.66895
150,13000.0,0.78344
150,15000.0,0.85283
150,17000.0,0.89613
151,7000.0,0.21262
151,9000.0,0.47909
151,11000.0,0.66716
151,13000.0,0.78217
151,15000.0,0.85192
151,17000.0,0.89548
152,7000.0,0.21045
152,9000.0,0.47676
152,11000.0,0.66537
152,13000.0,0.78089
152,15000.0,0.85102
152,17000.0,0.89482
153,7000.0,0.2083
153,9000.0,0.47444
153,11000.0,0.66359
153,13000.0,0.77962
153,15000.0,0.85012
153,17000.0,0.89417
154,7000.0,0.20618
154,9000.0,0.47213
154,11000.0,0.66182
154,13000.0,0.77836
154,15000.0,0.84921
154,17000.0,0.89351
155,7000.0,0.20407
155,9000.0,0.46984
155,11000.0,0.66005
155,13000.0,0.77709
155,15000.0,0.84831
155,17000.0,0.89286
156,7000.0,0.20199
156,9000.0,0.46755
156,11000.0,0.65828
156,13000.0,0.77583
156,15000.0,0.84741
156,17000.0,0.89221
157,7000.0,0.19993
157,9000.0,0.46528
157,11000.0,0.65652
157,13000.0,0.77457
157,15000.0,0.84651
157,17000.0,0.89156
158,7000.0,0.19789
158,9000.0,0.46302
158,11000.0,0.65476
158,13000.0,0.77331
158,15000.0,0.84562
158,17000.0,0.89091
159,7000.0,0.19587
159,9000.0,0.46077
159,11000.0,0.65301
159,13000.0,0.77205
159,15000.0,0.84472
159,17000.0,0.89025
160,7000.0,0.19387
160,9000.0,0.45853
160,11000.0,0.65126
160,13000.0,0.7708
160,15000.0,0.84382
160,17000.0,0.8896
161,7000.0,0.1919
161,9000.0,0.4563
161,11000.0,0.64952
161,13000.0,0.76954
161,15000.0,0.84293
161,17000.0,0.88895
162,7000.0,0.18994
162,9000.0,0.45408
162,11000.0,0.64778
162,13000.0,0.76829
162,15000.0,0.84203
162,17000.0,0.8883
163,7000.0,0.188
163,9000.0,0.45187
163,11000.0,0.64604
163,13000.0,0.76704
163,15000.0,0.84114
163,17000.0,0.88765
164,7000.0,0.18608
164,9000.0,0.44967
164,11000.0,0.64431
164,13000.0,0.76579
164,15000.0,0.84025
164,17000.0,0.88701
165,7000.0,0.18419
165,9000.0,0.44749
165,11000.0,0.64259
165,13000.0,0.76455
165,15000.0,0.83936
165,17000.0,0.88636
166,7000.0,0.18231
166,9000.0,0.44531
166,11000.0,0.64087
166,13000.0,0.76331
166,15000.0,0.83847
166,17000.0,0.88571
167,7000.0,0.18045
167,9000.0,0.44315
167,11000.0,0.63915
167,13000.0,0.76207
167,15000.0,0.83758
167,17000.0,0.88506
168,7000.0,0.17861
168,9000.0,0.44099
168,11000.0,0.63744
168,13000.0,0.76083
168,15000.0,0.83669
168,17000.0,0.88442
169,7000.0,0.17678
169,9000.0,0.43885
169,11000.0,0.63574
169,13000.0,0.75959
169,15000.0,0.8358
169,17000.0,0.88377
170,7000.0,0.17498
170,9000.0,0.43672
170,11000.0,0.63404
170,13000.0,0.75836
170,15000.0,0.83492
170,17000.0,0.88312
171,7000.0,0.1732
171,9000.0,0.43459
171,11000.0,0.63234
171,13000.0,0.75712
171,15000.0,0.83403
171,17000.0,0.88248
172,7000.0,0.17143
172,9000.0,0.43248
172,11000.0,0.63065
172,13000.0,0.75589
172,15000.0,0.83314
172,17000.0,0.88183
173,7000.0,0.16968
173,9000.0,0.43038
173,11000.0,0.62896
173,13000.0,0.75466
173,15000.0,0.83226
173,17000.0,0.88119
174,7000.0,0.16795
174,9000.0,0.42829
174,11000.0,0.62727
174,13000.0,0.75344
174,15000.0,0.83138
174,17000.0,0.88054
175,7000.0,0.16624
175,9000.0,0.4262
175,11000.0,0.6256
175,13000.0,0.75221
175,15000.0,0.8305
175,17000.0,0.8799
176,7000.0,0.16454
176,9000.0,0.42413
176,11000.0,0.62392
176,13000.0,0.75099
176,15000.0,0.82962
176,17000.0,0.87926
177,7000.0,0.16286
177,9000.0,0.42207
177,11000.0,0.62225
177,13000.0,0.74977
177,15000.0,0.82874
177,17000.0,0.87861
178,7000.0,0.1612
178,9000.0,0.42002
178,11000.0,0.62059
178,13000.0,0.74855
178,15000.0,0.82786
178,17000.0,0.87797
179,7000.0,0.15956
179,9000.0,0.41798
179,11000.0,0.61892
179,13000.0,0.74733
179,15000.0,0.82698
179,17000.0,0.87733
180,7000.0,0.15793
180,9000.0,0.41594
180,11000.0,0.61727
180,13000.0,0.74612
180,15000.0,0.8261
180,17000.0,0.87669
181,7000.0,0.15632
181,9000.0,0.41392
181,11000.0,0.61562
181,13000.0,0.7449
181,15000.0,0.82522
181,17000.0,0.87605
182,7000.0,0.15472
182,9000.0,0.41191
182,11000.0,0.61397
182,13000.0,0.74369
182,15000.0,0.82435
182,17000.0,0.87541
183,7000.0,0.15314
183,9000.0,0.40991
183,11000.0,0.61232
183,13000.0,0.74248
183,15000.0,0.82347
183,17000.0,0.87477
184,7000.0,0.15158
184,9000.0,0.40791
184,11000.0,0.61068
184,13000.0,0.74128
184,15000.0,0.8226
184,17000.0,0.87413
185,7000.0,0.15004
185,9000.0,0.40593
185,11000.0,0.60905
185,13000.0,0.74007
185,15000.0,0.82173
185,17000.0,0.87349
186,7000.0,0.14851
186,9000.0,0.40396
186,11000.0,0.60742
186,13000.0,0.73887
186,15000.0,0.82086
186,17000.0,0.87285
187,7000.0,0.14699
187,9000.0,0.40199
187,11000.0,0.60579
187,13000.0,0.73767
187,15000.0,0.81999
187,17000.0,0.87221
188,7000.0,0.14549
188,9000.0,0.40004
188,11000.0,0.60417
188,13000.0,0.73647
188,15000.0,0.81912
188,17000.0,0.87158
189,7000.0,0.14401
189,9000.0,0.3981
189,11000.0,0.60256
189,13000.0,0.73527
189,15000.0,0.81825
189,17000.0,0.87094
190,7000.0,0.14254
190,9000.0,0.39616
190,11000.0,0.60094
190,13000.0,0.73407
190,15000.0,0.81738
190,17000.0,0.8703
191,7000.0,0.14108
191,9000.0,0.39423
191,11000.0,0.59933
191,13000.0,0.73288
191,15000.0,0.81651
191,17000.0,0.86967
192,7000.0,0.13964
192,9000.0,0.39232
192,11000.0,0.59773
192,13000.0,0.73169
192,15000.0,0.81565
192,17000.0,0.86903
193,7000.0,0.13822
193,9000.0,0.39041
193,11000.0,0.59613
193,13000.0,0.7305
193,15000.0,0.81478
193,17000.0,0.8684
194,7000.0,0.13681
194,9000.0,0.38851
194,11000.0,0.59453
194,13000.0,0.72931
194,15000.0,0.81392
194,17000.0,0.86776
195,7000.0,0.13541
