SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
42014,201939,0041400406,"Jun 16, 2015",GSW @ CLE,W,43,8,19,0.421,3,11,0.273,6,8,0.75,0,6,6,8,3,0,3,3,25,14,1
42014,201939,0041400405,"Jun 14, 2015",GSW vs. CLE,W,42,13,23,0.565,7,13,0.538,4,4,1.0,3,4,7,4,2,0,5,2,37,24,1
42014,201939,0041400404,"Jun 11, 2015",GSW @ CLE,W,41,8,17,0.471,4,7,0.571,2,2,1.0,0,2,2,7,1,0,4,1,22,18,1
42014,201939,0041400403,"Jun 09, 2015",GSW @ CLE,L,44,10,20,0.5,7,13,0.538,0,0,,2,4,6,6,3,1,6,2,27,-6,1
42014,201939,0041400402,"Jun 07, 2015",GSW vs. CLE,L,42,5,23,0.217,2,15,0.133,7,8,0.875,0,6,6,5,0,0,6,4,19,-2,1
42014,201939,0041400401,"Jun 04, 2015",GSW vs. CLE,W,43,10,20,0.5,2,6,0.333,4,4,1.0,0,4,4,8,2,0,4,1,26,4,1
42014,201939,0041400315,"May 27, 2015",GSW vs. HOU,W,42,7,21,0.333,3,11,0.273,9,12,0.75,1,7,8,6,5,0,3,3,26,1,1
42014,201939,0041400314,"May 25, 2015",GSW @ HOU,L,31,7,18,0.389,6,13,0.462,3,3,1.0,1,0,1,4,0,0,0,3,23,-20,1
42014,201939,0041400313,"May 23, 2015",GSW @ HOU,W,35,12,19,0.632,7,9,0.778,9,10,0.9,3,2,5,7,2,1,4,2,40,33,1
42014,201939,0041400312,"May 21, 2015",GSW vs. HOU,W,37,13,21,0.619,5,11,0.455,2,3,0.667,0,3,3,6,1,0,6,2,33,-7,1
42014,201939,0041400311,"May 19, 2015",GSW vs. HOU,W,39,13,22,0.591,6,11,0.545,2,3,0.667,0,6,6,5,2,0,1,3,34,11,1
42014,201939,0041400226,"May 15, 2015",GSW @ MEM,W,39,11,25,0.44,8,13,0.615,2,2,1.0,0,6,6,10,0,0,4,3,32,11,1
42014,201939,0041400225,"May 13, 2015",GSW vs. MEM,W,33,6,16,0.375,6,13,0.462,0,0,0.0,2,5,7,5,6,0,5,0,18,16,1
42014,201939,0041400224,"May 11, 2015",GSW @ MEM,W,39,11,22,0.5,4,9,0.444,7,9,0.778,2,6,8,5,2,0,4,4,33,19,1
42014,201939,0041400223,"May 09, 2015",GSW @ MEM,L,40,8,21,0.381,2,10,0.2,5,7,0.714,1,1,2,6,1,1,4,1,23,-6,1
42014,201939,0041400222,"May 05, 2015",GSW vs. MEM,L,41,7,19,0.368,2,11,0.182,3,4,0.75,0,5,5,6,0,0,3,0,19,-8,1
42014,201939,0041400221,"May 03, 2015",GSW vs. MEM,W,38,8,18,0.444,4,8,0.5,2,2,1.0,1,1,2,7,4,0,4,1,22,14,1
42014,201939,0041400144,"Apr 25, 2015",GSW @ NOP,W,38,11,20,0.55,6,8,0.75,11,12,0.917,3,5,8,9,1,0,5,4,39,14,1
42014,201939,0041400143,"Apr 23, 2015",GSW @ NOP,W,44,10,29,0.345,7,18,0.389,13,14,0.929,1,4,5,9,0,0,3,3,40,13,1
42014,201939,0041400142,"Apr 20, 2015",GSW vs. NOP,W,37,9,21,0.429,3,9,0.333,1,1,1.0,0,4,4,6,1,0,5,1,22,3,1
42014,201939,0041400141,"Apr 18, 2015",GSW vs. NOP,W,40,13,25,0.52,4,13,0.308,4,7,0.571,0,4,4,5,3,0,3,4,34,20,1
